"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"27.03.2024","67.000","66.960","68.090","66.880","11.30M","-0.03%"
"26.03.2024","67.020","67.000","67.300","66.000","8.67M","0.10%"
"25.03.2024","66.950","66.990","67.620","66.640","6.35M","0.00%"
"22.03.2024","66.950","67.790","68.050","66.830","13.75M","-0.84%"
"21.03.2024","67.520","67.980","67.990","67.300","14.40M","-0.38%"
"20.03.2024","67.780","65.520","68.250","65.520","12.21M","3.48%"
"19.03.2024","65.500","66.310","66.800","65.330","16.21M","-1.41%"
"15.03.2024","66.440","67.500","67.640","66.310","48.66M","-1.29%"
"14.03.2024","67.310","67.120","67.840","67.110","14.08M","-0.10%"
"13.03.2024","67.380","67.400","67.410","66.740","15.90M","0.36%"
"12.03.2024","67.140","66.720","67.680","66.720","18.23M","0.66%"
"11.03.2024","66.700","67.490","67.490","66.500","12.09M","-0.60%"
"08.03.2024","67.100","66.700","67.640","66.700","10.34M","0.64%"
"07.03.2024","66.670","66.900","67.350","66.410","17.63M","-0.18%"
"06.03.2024","66.790","67.090","67.670","66.710","14.59M","-0.04%"
"05.03.2024","66.820","67.250","67.890","66.330","15.05M","-0.60%"
"04.03.2024","67.220","67.770","68.440","67.080","13.23M","-0.46%"
"01.03.2024","67.530","67.900","68.540","67.390","11.95M","-1.05%"
"29.02.2024","68.250","67.990","68.800","67.900","39.80M","0.81%"
"28.02.2024","67.700","67.920","68.440","67.500","25.84M","-0.24%"
"27.02.2024","67.860","69.090","69.090","67.780","32.12M","-1.55%"
"26.02.2024","68.930","69.600","69.600","68.510","16.10M","-0.98%"
"23.02.2024","69.610","69.060","69.770","68.640","11.25M","1.28%"
"22.02.2024","68.730","68.610","69.240","68.110","17.45M","-0.39%"
"21.02.2024","69.000","69.000","69.240","68.520","17.17M","0.07%"
"20.02.2024","68.950","68.010","69.290","68.010","22.15M","0.79%"
"19.02.2024","68.410","68.300","68.600","67.620","2.71M","0.59%"
"16.02.2024","68.010","68.720","69.030","67.660","10.67M","-1.03%"
"15.02.2024","68.720","70.310","70.370","67.830","17.64M","-2.86%"
"14.02.2024","70.740","70.650","71.490","70.210","20.52M","0.07%"
"13.02.2024","70.690","71.110","71.280","69.910","14.77M","-0.99%"
"12.02.2024","71.400","72.090","72.240","70.910","12.00M","-0.52%"
"09.02.2024","71.770","72.000","73.160","71.490","11.10M","0.29%"
"08.02.2024","71.560","71.510","72.190","70.910","22.23M","-0.07%"
"07.02.2024","71.610","72.710","72.770","71.310","17.51M","-1.74%"
"06.02.2024","72.880","71.980","73.500","71.210","23.56M","1.48%"
"02.02.2024","71.820","72.450","72.720","70.920","20.50M","-0.19%"
"01.02.2024","71.960","71.110","72.980","70.650","14.60M","1.20%"
"31.01.2024","71.110","71.410","71.920","70.100","18.02M","-0.93%"
"30.01.2024","71.780","70.340","72.420","69.810","25.03M","1.82%"
"29.01.2024","70.500","70.700","71.000","69.810","19.18M","-0.31%"
"26.01.2024","70.720","69.060","70.920","69.000","19.52M","2.18%"
"25.01.2024","69.210","66.890","69.510","66.110","31.52M","3.69%"
"24.01.2024","66.750","67.590","67.790","66.510","28.95M","-0.93%"
"23.01.2024","67.380","66.000","67.840","66.000","21.29M","2.21%"
"22.01.2024","65.920","68.510","68.630","65.800","24.22M","-3.65%"
"19.01.2024","68.420","68.360","68.940","68.310","12.29M","0.29%"
"18.01.2024","68.220","69.000","69.000","68.160","16.95M","-1.09%"
"17.01.2024","68.970","70.150","70.540","68.370","18.80M","-1.64%"
"16.01.2024","70.120","70.530","70.980","69.920","18.51M","-0.61%"
"15.01.2024","70.550","70.940","71.080","70.310","968.01K","-0.54%"
"12.01.2024","70.930","70.330","71.790","70.130","14.01M","1.34%"
"11.01.2024","69.990","69.420","70.400","69.310","12.64M","0.57%"
"10.01.2024","69.590","67.810","70.200","67.810","24.57M","2.84%"
"09.01.2024","67.670","70.180","70.180","67.500","15.72M","-3.52%"
"08.01.2024","70.140","69.800","70.370","69.480","7.37M","0.75%"
"05.01.2024","69.620","70.040","70.930","68.880","11.66M","-0.51%"
"04.01.2024","69.980","69.880","70.710","69.810","13.31M","0.14%"
"03.01.2024","69.880","71.510","71.510","69.600","20.30M","-2.52%"
"02.01.2024","71.690","71.500","71.970","70.950","5.50M","0.17%"
"29.12.2023","71.570","71.600","71.890","71.220","2.91M","0.20%"
"28.12.2023","71.430","71.710","72.390","70.940","7.92M","-0.65%"
"27.12.2023","71.900","71.070","72.130","70.310","6.89M","0.84%"
"26.12.2023","71.300","70.700","71.500","70.700","1.94M","0.95%"
"22.12.2023","70.630","70.710","71.530","70.210","6.59M","-0.17%"
"21.12.2023","70.750","70.990","71.140","70.010","4.28M","-0.04%"
"20.12.2023","70.780","71.690","71.780","70.410","8.87M","-1.02%"
"19.12.2023","71.510","70.020","72.090","70.020","15.85M","2.04%"
"18.12.2023","70.080","68.810","70.750","68.110","12.12M","1.67%"
"15.12.2023","68.930","69.620","70.660","68.330","38.48M","-1.67%"
"14.12.2023","70.100","67.880","70.210","67.500","21.21M","3.42%"
"13.12.2023","67.780","65.900","68.030","64.790","15.12M","2.77%"
